,Date,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,month,day,day_of_year,week,Station,Tmax,Tmin,Tavg,Depart,Heat,Cool,PrecipTotal,DayLength_MPrec,DayLength_NearH,NightLength_MPrec,NightLength_NearH,Sunrise_hours,Sunset_hours,blended_Tmax,blended_Tmin,blended_Depart,blended_Heat,blended_Cool,blended_PrecipTotal
12283,2011-06-17,CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12285,2011-06-17,CULEX RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12287,2011-06-17,CULEX SALINARIUS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12289,2011-06-17,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12291,2011-06-17,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12293,2011-06-17,CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12295,2011-06-17,CULEX RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12297,2011-06-17,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12299,2011-06-17,CULEX RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12301,2011-06-17,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12303,2011-06-17,CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12305,2011-06-17,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12307,2011-06-17,CULEX RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12309,2011-06-17,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12311,2011-06-17,CULEX RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12313,2011-06-17,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12315,2011-06-17,CULEX RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12317,2011-06-17,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12319,2011-06-17,CULEX RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12321,2011-06-17,CULEX RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12323,2011-06-17,CULEX RESTUANS,33, W 104TH ST,T095,41.704336,-87.703736,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12325,2011-06-17,CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,41.911824,-87.726737,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12327,2011-06-17,CULEX RESTUANS,17, N PULASKI RD,T039,41.911824,-87.726737,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12329,2011-06-17,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12331,2011-06-17,CULEX RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12333,2011-06-17,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12335,2011-06-17,CULEX RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12337,2011-06-17,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12339,2011-06-17,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12341,2011-06-17,CULEX RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12343,2011-06-17,CULEX RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12345,2011-06-17,CULEX RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12347,2011-06-17,CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,41.754676,-87.612922,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12349,2011-06-17,CULEX RESTUANS,77, S EBERHART AVE,T080,41.754676,-87.612922,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12351,2011-06-17,CULEX RESTUANS,50, S UNION AVE,T082,41.803423,-87.642984,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12353,2011-06-17,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12355,2011-06-17,CULEX RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12357,2011-06-17,CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,41.776156,-87.778927,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12359,2011-06-17,CULEX RESTUANS,37, S PULASKI RD,T063,41.82561,-87.726549,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12361,2011-06-17,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12363,2011-06-17,CULEX RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12365,2011-06-17,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12367,2011-06-17,CULEX RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12369,2011-06-17,CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12371,2011-06-17,CULEX RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12373,2011-06-17,CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12375,2011-06-17,CULEX RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12377,2011-06-17,CULEX TERRITANS,37, E 118TH ST,T212,41.680946,-87.535198,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12379,2011-06-17,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12381,2011-06-17,CULEX RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12383,2011-06-17,CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,41.984809,-87.728492,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12385,2011-06-17,CULEX RESTUANS,58, N PULASKI RD,T027,41.984809,-87.728492,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12387,2011-06-17,CULEX TERRITANS,58, N PULASKI RD,T027,41.984809,-87.728492,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12389,2011-06-17,CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,41.659112,-87.538693,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12391,2011-06-17,CULEX RESTUANS,40, E 130TH ST,T221,41.659112,-87.538693,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12393,2011-06-17,CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,41.992478,-87.862995,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12395,2011-06-17,CULEX RESTUANS,91, W HIGGINS RD,T009,41.992478,-87.862995,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12397,2011-06-17,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12399,2011-06-17,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12401,2011-06-17,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12403,2011-06-17,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12405,2011-06-17,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12407,2011-06-17,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12409,2011-06-17,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12411,2011-06-17,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12413,2011-06-17,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12415,2011-06-17,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12417,2011-06-17,CULEX PIPIENS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12419,2011-06-17,CULEX SALINARIUS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12421,2011-06-17,CULEX SALINARIUS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12423,2011-06-17,CULEX SALINARIUS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12425,2011-06-17,CULEX PIPIENS/RESTUANS,10, W OHARE,T903,41.957799,-87.930995,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12427,2011-06-17,CULEX RESTUANS,10, W OHARE,T903,41.957799,-87.930995,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12429,2011-06-17,CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,41.925198,-87.746381,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12431,2011-06-17,CULEX RESTUANS,48, W MONTANA ST,T222,41.925198,-87.746381,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12433,2011-06-17,CULEX RESTUANS,51, N MONT CLARE AVE,T223,41.973845,-87.805059,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12435,2011-06-17,CULEX RESTUANS,82, S KOSTNER AVE,T225,41.743402,-87.731435,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12437,2011-06-17,CULEX PIPIENS/RESTUANS,17, W ADDISON ST,T224,41.947227,-87.671457,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12439,2011-06-17,CULEX RESTUANS,17, W ADDISON ST,T224,41.947227,-87.671457,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12441,2011-06-17,CULEX RESTUANS,90, W GARFIELD BLVD,T226,41.793818,-87.654234,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12443,2011-06-17,CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,41.904194,-87.756155,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12445,2011-06-17,CULEX RESTUANS,13, N LARAMIE AVE,T230,41.904194,-87.756155,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12447,2011-06-17,CULEX PIPIENS/RESTUANS,51, W 72ND ST,T035,41.763733,-87.742302,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12449,2011-06-17,CULEX RESTUANS,51, W 72ND ST,T035,41.763733,-87.742302,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12451,2011-06-17,CULEX PIPIENS/RESTUANS,58, N RIDGE AVE,T231,41.98728,-87.666066,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12453,2011-06-17,CULEX PIPIENS/RESTUANS,17, N ASHLAND AVE,T232,41.912563,-87.668055,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12455,2011-06-17,CULEX RESTUANS,17, N ASHLAND AVE,T232,41.912563,-87.668055,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12457,2011-06-17,CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,41.776428,-87.627096,0,6,17,168,24,2,82,64,73.0,2,0,8,0.0,15.2166666667,15.0,8.78333333333,9.0,4.26666666667,19.4833333333,82.0,62.0,2.0,0.0,7.0,0.0
12459,2011-06-24,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,6,24,175,25,2,68,60,64.0,-7,1,0,0.0,15.2333333333,15.0,8.76666666667,9.0,4.28333333333,19.5166666667,68.0,60.0,-7.0,1.0,0.0,0.0
12461,2011-06-24,CULEX RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,6,24,175,25,2,68,60,64.0,-7,1,0,0.0,15.2333333333,15.0,8.76666666667,9.0,4.28333333333,19.5166666667,68.0,60.0,-7.0,1.0,0.0,0.0
12463,2011-06-24,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,6,24,175,25,2,68,60,64.0,-7,1,0,0.0,15.2333333333,15.0,8.76666666667,9.0,4.28333333333,19.5166666667,68.0,60.0,-7.0,1.0,0.0,0.0
12465,2011-06-24,CULEX RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,6,24,175,25,2,68,60,64.0,-7,1,0,0.0,15.2333333333,15.0,8.76666666667,9.0,4.28333333333,19.5166666667,68.0,60.0,-7.0,1.0,0.0,0.0
12467,2011-06-24,CULEX RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,6,24,175,25,2,68,60,64.0,-7,1,0,0.0,15.2333333333,15.0,8.76666666667,9.0,4.28333333333,19.5166666667,68.0,60.0,-7.0,1.0,0.0,0.0
12469,2011-06-24,CULEX TERRITANS,22, N CANNON DR,T054,41.921965,-87.632085,0,6,24,175,25,2,68,60,64.0,-7,1,0,0.0,15.2333333333,15.0,8.76666666667,9.0,4.28333333333,19.5166666667,68.0,60.0,-7.0,1.0,0.0,0.0
12471,2011-06-24,CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,6,24,175,25,2,68,60,64.0,-7,1,0,0.0,15.2333333333,15.0,8.76666666667,9.0,4.28333333333,19.5166666667,68.0,60.0,-7.0,1.0,0.0,0.0
12473,2011-06-24,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,6,24,175,25,2,68,60,64.0,-7,1,0,0.0,15.2333333333,15.0,8.76666666667,9.0,4.28333333333,19.5166666667,68.0,60.0,-7.0,1.0,0.0,0.0
12475,2011-06-24,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,6,24,175,25,2,68,60,64.0,-7,1,0,0.0,15.2333333333,15.0,8.76666666667,9.0,4.28333333333,19.5166666667,68.0,60.0,-7.0,1.0,0.0,0.0
12477,2011-06-24,CULEX SALINARIUS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,6,24,175,25,2,68,60,64.0,-7,1,0,0.0,15.2333333333,15.0,8.76666666667,9.0,4.28333333333,19.5166666667,68.0,60.0,-7.0,1.0,0.0,0.0
