,Date,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,month,day,day_of_year,week,Station,Tmax,Tmin,Tavg,Depart,Heat,Cool,PrecipTotal,DayLength_MPrec,DayLength_NearH,NightLength_MPrec,NightLength_NearH,Sunrise_hours,Sunset_hours,blended_Tmax,blended_Tmin,blended_Depart,blended_Heat,blended_Cool,blended_PrecipTotal
7956,2009-06-05,CULEX RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7958,2009-06-05,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7960,2009-06-05,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7962,2009-06-05,CULEX RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7964,2009-06-05,CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7966,2009-06-05,CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7968,2009-06-05,CULEX RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7970,2009-06-05,CULEX PIPIENS,17, W 95TH ST,T094,41.720848,-87.666014,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7972,2009-06-05,CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7974,2009-06-05,CULEX RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7976,2009-06-05,CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7978,2009-06-05,CULEX RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7980,2009-06-05,CULEX PIPIENS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7982,2009-06-05,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7984,2009-06-05,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7986,2009-06-05,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7988,2009-06-05,CULEX RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7990,2009-06-05,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7992,2009-06-05,CULEX RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7994,2009-06-05,CULEX PIPIENS,50, S CENTRAL AVE,T031,41.801498,-87.763416,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7996,2009-06-05,CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
7998,2009-06-05,CULEX RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8000,2009-06-05,CULEX RESTUANS,10, S VINCENNES,T089,41.723195,-87.64997,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8002,2009-06-05,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8004,2009-06-05,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8006,2009-06-05,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8008,2009-06-05,CULEX PIPIENS,42, W 127TH PL,T135,41.662014,-87.724608,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8010,2009-06-05,CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8012,2009-06-05,CULEX RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8014,2009-06-05,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8016,2009-06-05,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8018,2009-06-05,CULEX RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8020,2009-06-05,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8022,2009-06-05,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8024,2009-06-05,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8026,2009-06-05,CULEX RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8028,2009-06-05,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8030,2009-06-05,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8032,2009-06-05,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8034,2009-06-05,CULEX RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8036,2009-06-05,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8038,2009-06-05,CULEX RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8040,2009-06-05,CULEX RESTUANS,12, W GREENLEAF AVE,T018,42.010412,-87.66214,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8042,2009-06-05,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8044,2009-06-05,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8046,2009-06-05,CULEX RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8048,2009-06-05,CULEX PIPIENS,33, W 104TH ST,T095,41.704336,-87.703736,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8050,2009-06-05,CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,41.911824,-87.726737,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8052,2009-06-05,CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,41.800737,-87.71188,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8054,2009-06-05,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8056,2009-06-05,CULEX RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8058,2009-06-05,CULEX RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8060,2009-06-05,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8062,2009-06-05,CULEX RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8064,2009-06-05,CULEX PIPIENS,10, E 67TH ST,T073,41.773215,-87.60088,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8066,2009-06-05,CULEX RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8068,2009-06-05,CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,41.803423,-87.642984,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8070,2009-06-05,CULEX RESTUANS,50, S UNION AVE,T082,41.803423,-87.642984,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8072,2009-06-05,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8074,2009-06-05,CULEX PIPIENS,52, S KOLMAR,T114,41.798697,-87.736812,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8076,2009-06-05,CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,41.776156,-87.778927,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8078,2009-06-05,CULEX RESTUANS,63, W 64TH ST,T155,41.776156,-87.778927,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8080,2009-06-05,CULEX RESTUANS,37, S PULASKI RD,T063,41.82561,-87.726549,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8082,2009-06-05,CULEX PIPIENS,37, S PULASKI RD,T063,41.82561,-87.726549,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8084,2009-06-05,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8086,2009-06-05,CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8088,2009-06-05,CULEX RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8090,2009-06-05,CULEX TERRITANS,13, S BRANDON,T209,41.740641,-87.546587,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8092,2009-06-05,CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8094,2009-06-05,CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8096,2009-06-05,CULEX RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8098,2009-06-05,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8100,2009-06-05,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8102,2009-06-05,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8104,2009-06-05,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8106,2009-06-05,CULEX PIPIENS/RESTUANS,10, W OHARE,T903,41.957799,-87.930995,0,6,5,156,23,1,79,44,62.0,-3,3,0,0.0,15.1,15.0,8.9,9.0,4.28333333333,19.3833333333,79.5,45.5,-3.0,2.0,0.0,0.0
8108,2009-06-12,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8110,2009-06-12,CULEX RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8112,2009-06-12,CULEX PIPIENS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8114,2009-06-12,CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8116,2009-06-12,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8118,2009-06-12,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8120,2009-06-12,CULEX RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8122,2009-06-12,CULEX PIPIENS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8124,2009-06-12,CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8126,2009-06-12,CULEX RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8128,2009-06-12,CULEX PIPIENS,11, W CHICAGO,T049,41.896282,-87.655232,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8130,2009-06-12,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8132,2009-06-12,CULEX RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8134,2009-06-12,CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8136,2009-06-12,CULEX RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8138,2009-06-12,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8140,2009-06-12,CULEX RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8142,2009-06-12,CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8144,2009-06-12,CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8146,2009-06-12,CULEX RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8148,2009-06-12,CULEX RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8150,2009-06-12,CULEX SALINARIUS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8152,2009-06-12,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8154,2009-06-12,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
8156,2009-06-12,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,42.011601,-87.811506,0,6,12,163,24,1,74,49,62.0,-6,3,0,0.005,15.1833333333,15.0,8.81666666667,9.0,4.26666666667,19.45,73.0,49.5,-6.0,3.5,0.0,0.005
