,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,month,day,day_of_year,week,Station,Tmax,Tmin,Tavg,Depart,Heat,Cool,PrecipTotal,DayLength_MPrec,DayLength_NearH,NightLength_MPrec,NightLength_NearH,Sunrise_hours,Sunset_hours,blended_Tmax,blended_Tmin,blended_Depart,blended_Heat,blended_Cool,blended_PrecipTotal
10692,CULEX RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10693,CULEX RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10694,CULEX PIPIENS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10695,CULEX PIPIENS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10696,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10697,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10698,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10699,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10700,CULEX RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10701,CULEX RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10702,CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,41.723195,-87.64997,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10703,CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,41.723195,-87.64997,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10704,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,1,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10705,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,1,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10706,CULEX RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10707,CULEX RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10708,CULEX PIPIENS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10709,CULEX PIPIENS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10710,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10711,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10712,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10713,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10714,CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10715,CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10716,CULEX RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10717,CULEX RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10718,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10719,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10720,CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10721,CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10722,CULEX RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10723,CULEX RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10724,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10725,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10726,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10727,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10728,CULEX PIPIENS,35, W 116TH ST,T158,41.682587,-87.707973,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10729,CULEX PIPIENS,35, W 116TH ST,T158,41.682587,-87.707973,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10730,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10731,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10732,CULEX RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10733,CULEX RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10734,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10735,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10736,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10737,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10738,CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10739,CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10740,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10741,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10742,CULEX PIPIENS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10743,CULEX PIPIENS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10744,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10745,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10746,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10747,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10748,CULEX RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10749,CULEX RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10750,CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,41.903002,-87.688267,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10751,CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,41.903002,-87.688267,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10752,CULEX RESTUANS,11, S ARTESIAN AVE,T160,41.903002,-87.688267,1,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10753,CULEX RESTUANS,11, S ARTESIAN AVE,T160,41.903002,-87.688267,1,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10754,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10755,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10756,CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,41.704336,-87.703736,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10757,CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,41.704336,-87.703736,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10758,CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,41.911824,-87.726737,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10759,CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,41.911824,-87.726737,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10760,CULEX RESTUANS,17, N PULASKI RD,T039,41.911824,-87.726737,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10761,CULEX RESTUANS,17, N PULASKI RD,T039,41.911824,-87.726737,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10762,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10763,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10764,CULEX RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10765,CULEX RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10766,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10767,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10768,CULEX RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10769,CULEX RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10770,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10771,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10772,CULEX RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10773,CULEX RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10774,CULEX PIPIENS,22, W 69TH ST,T069,41.768388,-87.678649,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10775,CULEX PIPIENS,22, W 69TH ST,T069,41.768388,-87.678649,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10776,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10777,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10778,CULEX RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10779,CULEX RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10780,CULEX PIPIENS,10, E 67TH ST,T073,41.773215,-87.60088,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10781,CULEX PIPIENS,10, E 67TH ST,T073,41.773215,-87.60088,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10782,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10783,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10784,CULEX RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10785,CULEX RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10786,CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,41.803423,-87.642984,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10787,CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,41.803423,-87.642984,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10788,CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,41.754292,-87.590773,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10789,CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,41.754292,-87.590773,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10790,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10791,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10792,CULEX RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10793,CULEX RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10794,CULEX PIPIENS,52, S KOLMAR,T114,41.798697,-87.736812,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10795,CULEX PIPIENS,52, S KOLMAR,T114,41.798697,-87.736812,0,8,13,225,33,2,86,63,75.0,0,0,10,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
10796,CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,41.82561,-87.726549,0,8,13,225,33,1,86,60,73.0,0,0,8,0.0,13.9833333333,14.0,10.0166666667,10.0,4.95,18.9333333333,86.0,61.5,0.0,0.0,9.0,0.0
